step,physical_time_s,seed,rms_relative_current_imbalance_node,max_relative_current_imbalance_node,rms_relative_current_imbalance_face,max_relative_current_imbalance_face,minimum_potential_v,maximum_potential_v,total_stored_charge_c
174,2.175e-05,18223855,0.07708583780155263,0.2196105487714436,0.448571055059852,0.85090826528448,-12.3608427830436,49.92489655148569,-8.39564705164403e-17
175,2.1875e-05,18328584,0.2349138954747417,0.6604679911265472,0.47527815633219456,0.8806315250517226,-12.37429361844796,49.87730488246384,-8.400105304706285e-17
176,2.2e-05,18433313,0.20837183733944506,0.6420709925154727,0.4700619494549717,0.9128131021407215,-12.30408689446105,49.94107820888865,-8.34145042349541e-17
177,2.2125e-05,18538042,0.18614691595675864,0.5019774680928012,0.4198765198191219,0.8490691771110122,-12.192792569749244,50.10284557670753,-8.253479268845922e-17
178,2.225e-05,18642771,0.18810867394784056,0.5348335594721668,0.42932904383728704,0.8018791630382175,-12.138094427383823,50.176470578402125,-8.215747332389562e-17
179,2.2375e-05,18747500,0.21617103294933043,0.5992304607173304,0.4442970499434433,0.7838613486015955,-12.06479146045385,50.283722419518405,-8.165304913091003e-17
180,2.2499999999999998e-05,18852229,0.12872387140923175,0.391627061170266,0.419499995418323,0.861309249478093,-12.050992485951724,50.329896253670725,-8.158283369513178e-17
181,2.2624999999999998e-05,18956958,0.2100305068190326,0.667193656809211,0.4605658350430612,0.8373759703269396,-11.926641528965414,50.524658734585216,-8.071294072188885e-17
182,2.2749999999999997e-05,19061687,0.18531608495110102,0.6131619418377511,0.4456738501041743,0.850575691152189,-12.148773636434681,50.236022920099934,-8.2423430628742e-17
183,2.2875e-05,19166416,0.14303682732035905,0.4085877068076962,0.4190635468231481,0.8015666788067568,-12.197839267453755,50.1762473153509,-8.27892262078586e-17
184,2.3e-05,19271145,0.21156335759749884,0.610533897243941,0.4246487620125263,0.776852399695745,-11.938793327413768,50.495952539321785,-8.09411547499191e-17
185,2.3125e-05,19375874,0.2300703376539311,0.7115484401683718,0.46482052647106586,0.8642811966513377,-11.923672116876183,50.549761507418516,-8.091309547541171e-17
186,2.325e-05,19480603,0.19751639632900062,0.5520279984906508,0.43050202323993075,0.8538821958886883,-11.80912955341282,50.718109623546724,-8.015800418831766e-17
187,2.3375e-05,19585332,0.18147811185871127,0.4918591961699025,0.4581200157875025,0.8979949316702744,-11.924960616082526,50.56061801410725,-8.113379767379304e-17
188,2.35e-05,19690061,0.2499667511189291,0.6518722444517692,0.5002601031466453,0.8941699989577453,-12.449553485125973,49.88109906903265,-8.498339816113448e-17
189,2.3624999999999998e-05,19794790,0.23730523865545405,0.6976108181985663,0.4682235995092458,0.8068402902663693,-12.1520888703227,50.25841805059907,-8.268744243721985e-17
190,2.3749999999999998e-05,19899519,0.20782877137558922,0.5892736510636172,0.4425680894676301,0.7707757699126617,-12.140921650555665,50.282929143664816,-8.257362354750636e-17
191,2.3874999999999998e-05,20004248,0.15510963084786641,0.42626408252116904,0.4196983544112994,0.7750648780648169,-12.050237815012816,50.42742774322396,-8.190210395366184e-17
192,2.4e-05,20108977,0.17833300214759662,0.487664235119201,0.4309133749385682,0.8169983392430468,-11.998230006162244,50.508752765322,-8.154177926261914e-17
193,2.4125e-05,20213706,0.1989266573743821,0.605193608766949,0.4412967714664989,0.8592807411922415,-11.952885998510085,50.59234292184063,-8.124401060842159e-17
194,2.425e-05,20318435,0.23301332367704566,0.5971319481408551,0.462976055541784,0.8537618813783844,-12.211349296165636,50.29184410819367,-8.311547112338354e-17
195,2.4375e-05,20423164,0.14085452158078926,0.5697390888297365,0.45358373114644424,0.8619428292751555,-11.914328203735161,50.71359045657713,-8.089651531367933e-17
196,2.45e-05,20527893,0.23011523844666645,0.6259583304350531,0.4603438566448813,0.8553780607247425,-12.157784927148697,50.403818515710505,-8.27040072845539e-17
197,2.4625e-05,20632622,0.19805241137570442,0.5424369600441028,0.42553374335905864,0.9471322978661215,-12.091082401839117,50.482191076037154,-8.21807154201928e-17
198,2.475e-05,20737351,0.15469704511537208,0.5574447396133426,0.43626712521754507,0.8936228396561268,-12.28590445982493,50.245022102102354,-8.355239659958705e-17
199,2.4874999999999998e-05,20842080,0.22422780852814228,0.5879690705355297,0.4491096869618212,0.8494342264673751,-12.405440884072041,50.076732562596625,-8.432673952968971e-17
